label	sample_id	num_0_0	num_1_0	num_2_0	num_3_0	num_4_0
2	TCGA-A1-A0SE	0.0	0.0	1.0	0.0	0.0
0	TCGA-A2-A0ST	1.0	0.0	0.0	0.0	0.0
2	TCGA-A2-A0T4	0.0	0.0	1.0	0.0	0.0
2	TCGA-B6-A0RM	0.0	0.0	1.0	0.0	0.0
2	TCGA-B6-A0RN	0.0	0.0	1.0	0.0	0.0
2	TCGA-BH-A0DH	0.0	0.0	1.0	0.0	0.0
2	TCGA-BH-A0DQ	0.0	0.0	1.0	0.0	0.0
2	TCGA-AO-A0JJ	0.0	0.0	1.0	0.0	0.0
0	TCGA-AO-A0JL	1.0	0.0	0.0	0.0	0.0
3	TCGA-AO-A0JM	0.0	0.0	0.0	1.0	0.0
1	TCGA-B6-A0IK	0.0	1.0	0.0	0.0	0.0
0	TCGA-B6-A0RE	1.0	0.0	0.0	0.0	0.0
2	TCGA-B6-A0RG	0.0	0.0	1.0	0.0	0.0
2	TCGA-B6-A0RI	0.0	0.0	1.0	0.0	0.0
1	TCGA-BH-A0AW	0.0	1.0	0.0	0.0	0.0
0	TCGA-BH-A0B3	1.0	0.0	0.0	0.0	0.0
2	TCGA-BH-A0B8	0.0	0.0	1.0	0.0	0.0
2	TCGA-BH-A0BA	0.0	0.0	1.0	0.0	0.0
2	TCGA-BH-A0BJ	0.0	0.0	1.0	0.0	0.0
0	TCGA-BH-A0RX	1.0	0.0	0.0	0.0	0.0
2	TCGA-A2-A0CT	0.0	0.0	1.0	0.0	0.0
2	TCGA-A2-A0EU	0.0	0.0	1.0	0.0	0.0
2	TCGA-A7-A0D9	0.0	0.0	1.0	0.0	0.0
2	TCGA-A8-A08O	0.0	0.0	1.0	0.0	0.0
2	TCGA-A8-A0A6	0.0	0.0	1.0	0.0	0.0
2	TCGA-A8-A0AD	0.0	0.0	1.0	0.0	0.0
2	TCGA-AO-A03L	0.0	0.0	1.0	0.0	0.0
2	TCGA-AO-A0JC	0.0	0.0	1.0	0.0	0.0
3	TCGA-AO-A0JD	0.0	0.0	0.0	1.0	0.0
1	TCGA-AO-A0JE	0.0	1.0	0.0	0.0	0.0
2	TCGA-AO-A0JI	0.0	0.0	1.0	0.0	0.0
3	TCGA-BH-A0C0	0.0	0.0	0.0	1.0	0.0
2	TCGA-BH-A0DP	0.0	0.0	1.0	0.0	0.0
2	TCGA-BH-A0DS	0.0	0.0	1.0	0.0	0.0
0	TCGA-BH-A0E0	1.0	0.0	0.0	0.0	0.0
2	TCGA-BH-A0E1	0.0	0.0	1.0	0.0	0.0
2	TCGA-BH-A0E2	0.0	0.0	1.0	0.0	0.0
3	TCGA-BH-A0H0	0.0	0.0	0.0	1.0	0.0
2	TCGA-BH-A0H6	0.0	0.0	1.0	0.0	0.0
2	TCGA-BH-A0H9	0.0	0.0	1.0	0.0	0.0
2	TCGA-BH-A0HB	0.0	0.0	1.0	0.0	0.0
2	TCGA-BH-A0HF	0.0	0.0	1.0	0.0	0.0
0	TCGA-A1-A0SO	1.0	0.0	0.0	0.0	0.0
0	TCGA-A1-A0SP	1.0	0.0	0.0	0.0	0.0
0	TCGA-A2-A0T0	1.0	0.0	0.0	0.0	0.0
2	TCGA-AO-A0JG	0.0	0.0	1.0	0.0	0.0
2	TCGA-AR-A0TR	0.0	0.0	1.0	0.0	0.0
3	TCGA-B6-A0RL	0.0	0.0	0.0	1.0	0.0
0	TCGA-B6-A0RU	1.0	0.0	0.0	0.0	0.0
2	TCGA-BH-A0BC	0.0	0.0	1.0	0.0	0.0
2	TCGA-A1-A0SM	0.0	0.0	1.0	0.0	0.0
