sample_id	label	num_0_0	num_1_0	num_2_0	num_3_0	num_4_0
TCGA-A1-A0SE	2	0.09670019610792553	0.002783529863790244	2.8417543138001164	0.048439053621050714	0.010322906607116785
TCGA-A2-A0SU	2	0.009072055452800144	0.008412219153663166	2.891624883221418	0.0680589944224308	0.02283184774968774
TCGA-A2-A0T2	0	2.970386471799028	0.02276605062264319	0.0026728104029086572	0.0003182214510431666	0.0038564457243767908
TCGA-AR-A0TV	3	0.15225810570286072	0.09546811714159244	0.002771548272562675	2.7384273169844873	0.011074911898496695
TCGA-B6-A0RM	2	0.03939329214696227	0.009161893347899039	2.7873458481333184	0.0596352573492525	0.10446370902256735
TCGA-B6-A0RN	2	0.010528312810906033	0.008845743752090473	2.9056663768706104	0.05157852183130769	0.02338104473508555
TCGA-BH-A0DH	2	0.01112441519371953	0.007757526923081921	2.7986531663800274	0.1757921965718021	0.006672694931368705
TCGA-BH-A0DQ	2	0.03488831790937129	0.00682146011675598	2.6394820040676272	0.3066601637559162	0.012148054150329076
TCGA-AO-A0JJ	2	0.079985042088101	0.007492498251399804	2.7826382559843332	0.06343238855780357	0.06645181511836201
TCGA-AO-A0JL	0	2.6644349332820587	0.06077546336227617	0.0012094370229355053	0.20850293873494508	0.06507722759778443
TCGA-AO-A0JM	3	0.0014905935057879774	0.1134552176622129	0.19056383715410072	2.6439053033954454	0.05058504828245284
TCGA-B6-A0RE	0	2.9604357257594174	0.009465701764260061	0.004143194436974827	0.01593332913678694	0.010022048902560613
TCGA-B6-A0RI	2	0.005847767123427066	0.006300103388901824	2.8430490535327757	0.13134212435215512	0.013460951602739791
TCGA-BH-A0AW	1	0.022233604130781542	2.758930241299109	0.034002106584275354	0.15752136720767318	0.027312680778160858
TCGA-BH-A0B3	0	2.8813783955921672	0.00610802747885699	0.08968245058356898	0.005915995455244653	0.016915130890161462
TCGA-BH-A0BA	2	0.0003694388747995114	0.0005675651087744957	2.6938480549515464	0.30194884108024733	0.003266099984631929
TCGA-A2-A0CT	2	0.000288088259093375	0.005637093703928568	2.5579021486712117	0.4336770176505856	0.00249565171518077
TCGA-A2-A0EU	2	0.0007381730899847318	0.0023005677718287514	2.749875725578801	0.2193489129978149	0.027736620561570183
TCGA-A8-A08O	2	0.005355614060491883	0.0027072231143762835	2.6964419463860407	0.2703235255349721	0.025171690904118832
TCGA-AO-A03L	2	0.006831041479475936	0.004629343095007757	2.6907481872778742	0.2892907177560178	0.00850071039162398
TCGA-AO-A0JA	2	0.004247781420584937	0.027920701984388768	2.7474802024790623	0.1759867569564706	0.04436455715949328
TCGA-AO-A0JC	2	0.0258939661224658	0.006664794766084705	2.7674216060156427	0.104277819575207	0.09574181352059921
TCGA-AO-A0JF	2	0.03346185906673804	0.008899870248160285	2.8134281383218838	0.06346325891959127	0.08074687344362606
TCGA-AO-A0JI	2	0.005013939468011308	0.015141264509960074	2.4015937065378967	0.576416134238404	0.0018349552457278162
TCGA-BH-A0BM	2	0.045858855497011575	0.007014134578357768	2.8080836355015792	0.07627224677616247	0.06277112764688904
TCGA-BH-A0DK	2	0.010297350089125705	0.0076021476554683255	2.7412448525711977	0.22722943103304222	0.013626218651166191
TCGA-BH-A0DP	2	0.004054092252339856	0.00399852015478716	2.8960289540532527	0.07220087530340659	0.023717558236213715
TCGA-BH-A0DS	2	0.03703792119709419	0.001951145642291227	2.8150093706997596	0.13320955576236249	0.01279200669849191
TCGA-BH-A0E2	2	0.009947265139855608	0.001847385692660658	2.777381084890789	0.19769488617431769	0.013129378102376486
TCGA-BH-A0GY	2	0.23801993223038986	0.0032940638047843475	2.677254391149297	0.019384950300880503	0.06204666251464795
TCGA-BH-A0H0	3	0.010920918563090317	0.009667093184187896	0.8987709605748219	2.0679039183537538	0.012737109324145526
TCGA-BH-A0H6	2	0.08365669621224564	0.0083815975036229	2.743097115068052	0.08586440653963125	0.07900018467644788
TCGA-BH-A0H9	2	0.0017782518434604198	0.0028639541759063205	2.924588034705165	0.0506757161888046	0.02009404308666352
TCGA-BH-A0HB	2	0.038976671783624274	0.001459433113866286	2.7043345173188653	0.2512293101098485	0.004000067673795519
TCGA-BH-A0HF	2	0.08248530098345676	0.01160342228987181	2.8114112932410125	0.05273356755231577	0.04176641593334293
